X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Class
-1.01621949730739,-1.14134478846243,-0.777528260604195,-0.777528688940163,-0.314770463899325,-0.314914794523893,-0.0913659112888179,-0.355444909454968,-0.266030151847253,-1.18740164985217,1.57589710571211,1.22364116273269,-1.22364116273269,0.0229139025279901,-0.940621111917541,-1.25820687447881,-1.43499390464133,-0.486101324641981,-0.57518257598873,0.796196202988216,0.879577260480058,-0.0835161152875884,-0.898205385216927,0.528736116776714,1.46727739938687,-1.07547455249693,-0.00948721828367083,Pastry
0.141857712629202,0.0663861113839548,0.50005912645274,0.500041840757373,-0.345533982152595,-0.338154457521797,-0.124192551424239,-0.380475478468834,-0.017074797307137,-0.384876021098609,1.57589710571211,1.22364116273269,-1.22364116273269,0.0229139025279901,1.44467076607388,-0.254283623895385,-1.34239392845688,-0.504757671049089,-0.0432784378626872,0.654054720921066,0.879577260480058,-0.581786016904371,-1.15754298746104,0.130140478020206,1.41716440021776,-0.297747474845459,-0.845541101312714,Pastry
0.495234506374364,0.436140663084013,-0.0545323144393448,-0.0545521503284646,-0.352692788287004,-0.344794361235484,-0.149984911530642,-0.387161097970705,0.44971649245558,-0.277872603931467,1.13322893895994,1.22364116273269,-1.22364116273269,0.385982349930676,2.1329988041626,-0.521656507033352,-0.876073729663479,-0.503061639557534,0.573302865992849,0.571672420503769,0.879577260480058,-0.812605017373504,-1.15754298746104,-0.325680376681464,1.1648025239239,0.057170327228851,-1.09123135446501,Pastry
0.541327131645472,0.486379053260652,-0.722039024860791,-0.722039254726385,-0.332377257365033,-0.328194601951267,-0.089021151279145,-0.365642187200303,0.44971649245558,-0.224370895347897,-0.734277389525798,-0.816812013267437,0.816812013267437,3.83513260025619,1.32455535467691,0.197408985220525,-1.53165204711274,-0.477621167184205,-0.296076772443457,0.796196202988216,0.879577260480058,-0.312940821959269,-1.0186343758507,0.550085524263948,1.51958658577057,-0.171375227137182,-0.18918872238787,Pastry
1.37867649073727,1.38263193401188,-0.649510249050268,-0.649391491843503,0.0996663669088748,-0.172156864679624,0.415102250800543,0.0792862786506312,-1.47968750523032,-0.224370895347897,-0.734277389525798,-0.816812013267437,0.816812013267437,1.92902325139209,-0.874891289569757,0.250592147261591,-1.86147028898086,-0.352114836809116,-1.34508709740301,0.747108303775837,0.879577260480058,1.12736467080886,-0.218404496708341,2.21555940525262,1.69807671030119,-0.456384977287765,1.22132078851525,Pastry
-0.271055388757807,-0.355616366099808,-0.873691945783559,-0.873667510551704,-0.24453677128337,-0.304954938953362,0.00945876912711972,-0.28100126830377,-0.639463183657426,-0.170869186764326,-0.499109925938706,-0.816812013267437,0.816812013267437,-0.703222992277381,0.961873543042182,-0.528213335230196,-1.63937791582135,-0.431828316912213,-0.248805539147866,0.796196202988216,0.879577260480058,0.389022728067122,-0.611044533412598,1.18022319061396,1.57788537364858,-0.641237999201468,1.1842021171757,Pastry
-0.303704331658175,-0.34556868806448,-0.852155563010721,-0.851946438040972,1.38496228990555,0.392234950983763,0.818400972464294,2.49013238305945,-1.91535937567552,3.68125383125277,1.57589710571211,-0.816812013267437,0.816812013267437,1.29365346843739,0.526788830648728,-0.547883819820727,-1.81240336932934,-0.233392632400248,-1.91974087259637,0.628443643071129,0.879577260480058,1.85607331095001,0.379587732645578,2.67380132678274,1.67152281034306,2.75871321839676,1.22132078851525,Pastry
-0.731981641468888,-0.839914447402602,-0.811318821507186,-0.811332551799443,-0.340890432227573,-0.334834505664953,-0.147640151520969,-0.363668709443692,1.22770197539344,2.23670769949636,1.57589710571211,-0.816812013267437,0.816812013267437,1.29365346843739,-0.355058481357332,-0.540598455157567,-0.261077075083892,-0.465748946743318,1.22729010228229,0.796196202988216,0.879577260480058,-0.471256544960887,-0.697005916382224,-0.225096054808619,0.831980334223056,2.12013005178578,-0.735068865183084,Pastry
-0.463107994054091,-0.55255085559223,-0.688308759969017,-0.688319918429566,-0.315350907639953,-0.32155469823758,-0.133571591462931,-0.344654221978663,-0.981776796150085,0.952666693490662,1.57589710571211,-0.816812013267437,0.816812013267437,1.29365346843739,0.198473372830354,-1.42285611586622,-0.261077075083892,-0.435220379895324,1.05300312039246,0.796196202988216,0.879577260480058,-0.0897270603853296,-0.460508295120379,0.0258145074124848,0.831980334223056,0.0780083042445776,-0.0769489304801652,Pastry
-0.954762663612576,-1.06096336417981,-0.491125588407882,-0.491060279615051,-0.0750471990200724,-0.218636190675433,0.197039569900957,-0.0509417812230387,-0.981776796150085,0.685158150572807,1.57589710571211,-0.816812013267437,0.816812013267437,1.29365346843739,-0.81416627603018,0.0866714423404948,-1.74562808769832,-0.404691813047329,-1.07995713674513,0.719362969438405,0.879577260480058,0.868786548372266,-0.273220451065783,1.78615018867949,1.63538554799402,0.445025576844149,1.22132078851525,Pastry
